日期时间 (UTC+8),校准后_Unix时间戳,原始_LAS_GPS时间戳,状态,该秒内点数
2024-02-28 15:08:49,1709104129,393138978.037333,间隔于 1 & 2,0
2024-02-28 15:08:50,1709104130,393138979.037333,间隔于 1 & 2,0
2024-02-28 15:08:51,1709104131,393138980.037333,间隔于 1 & 2,0
2024-02-28 15:08:52,1709104132,393138981.037333,间隔于 1 & 2,0
2024-02-28 15:08:53,1709104133,393138982.037333,间隔于 1 & 2,0
2024-02-28 15:08:54,1709104134,393138983.037333,间隔于 1 & 2,0
2024-02-28 15:08:55,1709104135,393138984.037333,间隔于 1 & 2,0
2024-02-28 15:08:56,1709104136,393138985.037333,间隔于 1 & 2,0
2024-02-28 15:08:57,1709104137,393138986.037333,间隔于 1 & 2,0
2024-02-28 15:08:58,1709104138,393138987.037333,间隔于 1 & 2,0
2024-02-28 15:08:59,1709104139,393138988.037333,间隔于 1 & 2,0
2024-02-28 15:09:00,1709104140,393138989.037333,间隔于 1 & 2,0
2024-02-28 15:09:01,1709104141,393138990.037333,间隔于 1 & 2,0
2024-02-28 15:09:02,1709104142,393138991.037333,间隔于 1 & 2,0
2024-02-28 15:09:03,1709104143,393138992.037333,间隔于 1 & 2,0
2024-02-28 15:09:04,1709104144,393138993.037333,间隔于 1 & 2,0
2024-02-28 15:09:05,1709104145,393138994.037333,间隔于 1 & 2,0
2024-02-28 15:09:06,1709104146,393138995.037333,间隔于 1 & 2,0
2024-02-28 15:09:07,1709104147,393138996.037333,间隔于 1 & 2,0
2024-02-28 15:09:08,1709104148,393138997.037333,间隔于 1 & 2,0
2024-02-28 15:09:09,1709104149,393138998.037333,间隔于 1 & 2,0
2024-02-28 15:09:10,1709104150,393138999.037333,间隔于 1 & 2,0
2024-02-28 15:09:11,1709104151,393139000.037333,间隔于 1 & 2,0
2024-02-28 15:09:12,1709104152,393139001.037333,间隔于 1 & 2,0
2024-02-28 15:09:13,1709104153,393139002.037333,间隔于 1 & 2,0
2024-02-28 15:09:14,1709104154,393139003.037333,间隔于 1 & 2,0
2024-02-28 15:09:15,1709104155,393139004.037333,间隔于 1 & 2,0
2024-02-28 15:09:16,1709104156,393139005.037333,间隔于 1 & 2,0
2024-02-28 15:09:17,1709104157,393139006.037333,间隔于 1 & 2,0
2024-02-28 15:09:18,1709104158,393139007.037333,间隔于 1 & 2,0
2024-02-28 15:09:19,1709104159,393139008.037333,间隔于 1 & 2,0
2024-02-28 15:09:20,1709104160,393139009.037333,间隔于 1 & 2,0
2024-02-28 15:09:21,1709104161,393139010.037333,间隔于 1 & 2,0
2024-02-28 15:09:22,1709104162,393139011.037333,间隔于 1 & 2,0
2024-02-28 15:09:23,1709104163,393139012.037333,间隔于 1 & 2,0
2024-02-28 15:09:24,1709104164,393139013.037333,间隔于 1 & 2,0
2024-02-28 15:09:25,1709104165,393139014.037333,间隔于 1 & 2,0
2024-02-28 15:09:26,1709104166,393139015.037333,间隔于 1 & 2,0
2024-02-28 15:09:27,1709104167,393139016.037333,间隔于 1 & 2,0
2024-02-28 15:09:28,1709104168,393139017.037333,间隔于 1 & 2,0
2024-02-28 15:09:29,1709104169,393139018.037333,间隔于 1 & 2,0
2024-02-28 15:09:30,1709104170,393139019.037333,间隔于 1 & 2,0
2024-02-28 15:09:31,1709104171,393139020.037333,间隔于 1 & 2,0
2024-02-28 15:09:32,1709104172,393139021.037333,间隔于 1 & 2,0
2024-02-28 15:09:33,1709104173,393139022.037333,间隔于 1 & 2,0
2024-02-28 15:09:34,1709104174,393139023.037333,间隔于 1 & 2,0
2024-02-28 15:09:35,1709104175,393139024.037333,间隔于 1 & 2,0
2024-02-28 15:09:36,1709104176,393139025.037333,间隔于 1 & 2,0
2024-02-28 15:09:37,1709104177,393139026.037333,间隔于 1 & 2,0
2024-02-28 15:09:38,1709104178,393139027.037333,间隔于 1 & 2,0
2024-02-28 15:09:39,1709104179,393139028.037333,间隔于 1 & 2,0
2024-02-28 15:09:40,1709104180,393139029.037333,间隔于 1 & 2,0
2024-02-28 15:09:41,1709104181,393139030.037333,间隔于 1 & 2,0
2024-02-28 15:09:42,1709104182,393139031.037333,间隔于 1 & 2,0
2024-02-28 15:09:43,1709104183,393139032.037333,间隔于 1 & 2,0
2024-02-28 15:09:44,1709104184,393139033.037333,间隔于 1 & 2,0
2024-02-28 15:09:45,1709104185,393139034.037333,间隔于 1 & 2,0
2024-02-28 15:09:46,1709104186,393139035.037333,间隔于 1 & 2,0
2024-02-28 15:09:47,1709104187,393139036.037333,间隔于 1 & 2,0
2024-02-28 15:09:48,1709104188,393139037.037333,间隔于 1 & 2,0
2024-02-28 15:09:49,1709104189,393139038.037333,间隔于 1 & 2,0
2024-02-28 15:09:50,1709104190,393139039.037333,间隔于 1 & 2,0
2024-02-28 15:09:51,1709104191,393139040.037333,间隔于 1 & 2,0
2024-02-28 15:09:52,1709104192,393139041.037333,间隔于 1 & 2,0
2024-02-28 15:09:53,1709104193,393139042.037333,间隔于 1 & 2,0
2024-02-28 15:09:54,1709104194,393139043.037333,间隔于 1 & 2,0
2024-02-28 15:09:55,1709104195,393139044.037333,间隔于 1 & 2,0
2024-02-28 15:09:56,1709104196,393139045.037333,间隔于 1 & 2,0
2024-02-28 15:09:57,1709104197,393139046.037333,间隔于 1 & 2,0
2024-02-28 15:09:58,1709104198,393139047.037333,间隔于 1 & 2,0
2024-02-28 15:09:59,1709104199,393139048.037333,间隔于 1 & 2,0
2024-02-28 15:10:00,1709104200,393139049.037333,间隔于 1 & 2,0
2024-02-28 15:10:01,1709104201,393139050.037333,间隔于 1 & 2,0
2024-02-28 15:10:02,1709104202,393139051.037333,间隔于 1 & 2,0
2024-02-28 15:10:03,1709104203,393139052.037333,间隔于 1 & 2,0
2024-02-28 15:10:04,1709104204,393139053.037333,间隔于 1 & 2,0
2024-02-28 15:10:05,1709104205,393139054.037333,间隔于 1 & 2,0
2024-02-28 15:10:06,1709104206,393139055.037333,间隔于 1 & 2,0
2024-02-28 15:10:07,1709104207,393139056.037333,间隔于 1 & 2,0
2024-02-28 15:10:08,1709104208,393139057.037333,间隔于 1 & 2,0
2024-02-28 15:10:09,1709104209,393139058.037333,间隔于 1 & 2,0
2024-02-28 15:10:10,1709104210,393139059.037333,间隔于 1 & 2,0
2024-02-28 15:10:11,1709104211,393139060.037333,间隔于 1 & 2,0
2024-02-28 15:10:12,1709104212,393139061.037333,间隔于 1 & 2,0
2024-02-28 15:10:13,1709104213,393139062.037333,间隔于 1 & 2,0
2024-02-28 15:10:14,1709104214,393139063.037333,间隔于 1 & 2,0
2024-02-28 15:10:15,1709104215,393139064.037333,间隔于 1 & 2,0
2024-02-28 15:10:16,1709104216,393139065.037333,间隔于 1 & 2,0
2024-02-28 15:10:17,1709104217,393139066.037333,间隔于 1 & 2,0
2024-02-28 15:10:18,1709104218,393139067.037333,间隔于 1 & 2,0
2024-02-28 15:10:19,1709104219,393139068.037333,间隔于 1 & 2,0
2024-02-28 15:10:20,1709104220,393139069.037333,间隔于 1 & 2,0
2024-02-28 15:10:21,1709104221,393139070.037333,间隔于 1 & 2,0
2024-02-28 15:10:22,1709104222,393139071.037333,间隔于 1 & 2,0
2024-02-28 15:10:23,1709104223,393139072.037333,间隔于 1 & 2,0
2024-02-28 15:10:24,1709104224,393139073.037333,间隔于 1 & 2,0
2024-02-28 15:10:25,1709104225,393139074.037333,间隔于 1 & 2,0
2024-02-28 15:10:26,1709104226,393139075.037333,间隔于 1 & 2,0
2024-02-28 15:10:27,1709104227,393139076.037333,间隔于 1 & 2,0
2024-02-28 15:10:28,1709104228,393139077.037333,间隔于 1 & 2,0
2024-02-28 15:10:29,1709104229,393139078.037333,间隔于 1 & 2,0
2024-02-28 15:10:30,1709104230,393139079.037333,间隔于 1 & 2,0
2024-02-28 15:10:31,1709104231,393139080.037333,间隔于 1 & 2,0
2024-02-28 15:10:32,1709104232,393139081.037333,间隔于 1 & 2,0
2024-02-28 15:10:33,1709104233,393139082.037333,间隔于 1 & 2,0
2024-02-28 15:10:34,1709104234,393139083.037333,间隔于 1 & 2,0
2024-02-28 15:10:35,1709104235,393139084.037333,间隔于 1 & 2,0
2024-02-28 15:10:36,1709104236,393139085.037333,间隔于 1 & 2,0
2024-02-28 15:10:37,1709104237,393139086.037333,间隔于 1 & 2,0
2024-02-28 15:10:38,1709104238,393139087.037333,间隔于 1 & 2,0
2024-02-28 15:10:39,1709104239,393139088.037333,间隔于 1 & 2,0
2024-02-28 15:10:40,1709104240,393139089.037333,间隔于 1 & 2,0
2024-02-28 15:10:41,1709104241,393139090.037333,间隔于 1 & 2,0
2024-02-28 15:10:42,1709104242,393139091.037333,间隔于 1 & 2,0
2024-02-28 15:10:43,1709104243,393139092.037333,间隔于 1 & 2,0
2024-02-28 15:10:44,1709104244,393139093.037333,间隔于 1 & 2,0
2024-02-28 15:10:45,1709104245,393139094.037333,间隔于 1 & 2,0
2024-02-28 15:10:46,1709104246,393139095.037333,间隔于 1 & 2,0
2024-02-28 15:10:47,1709104247,393139096.037333,间隔于 1 & 2,0
2024-02-28 15:10:48,1709104248,393139097.037333,间隔于 1 & 2,0
2024-02-28 15:10:49,1709104249,393139098.037333,间隔于 1 & 2,0
2024-02-28 15:10:50,1709104250,393139099.037333,间隔于 1 & 2,0
2024-02-28 15:10:51,1709104251,393139100.037333,间隔于 1 & 2,0
2024-02-28 15:10:52,1709104252,393139101.037333,间隔于 1 & 2,0
2024-02-28 15:10:53,1709104253,393139102.037333,间隔于 1 & 2,0
2024-02-28 15:10:54,1709104254,393139103.037333,间隔于 1 & 2,0
2024-02-28 15:10:55,1709104255,393139104.037333,间隔于 1 & 2,0
2024-02-28 15:10:56,1709104256,393139105.037333,间隔于 1 & 2,0
2024-02-28 15:10:57,1709104257,393139106.037333,间隔于 1 & 2,0
2024-02-28 15:10:58,1709104258,393139107.037333,间隔于 1 & 2,0
2024-02-28 15:10:59,1709104259,393139108.037333,间隔于 1 & 2,0
2024-02-28 15:11:00,1709104260,393139109.037333,间隔于 1 & 2,0
2024-02-28 15:11:01,1709104261,393139110.037333,间隔于 1 & 2,0
2024-02-28 15:11:02,1709104262,393139111.037333,间隔于 1 & 2,0
2024-02-28 15:11:03,1709104263,393139112.037333,间隔于 1 & 2,0
2024-02-28 15:11:04,1709104264,393139113.037333,间隔于 1 & 2,0
2024-02-28 15:11:05,1709104265,393139114.037333,间隔于 1 & 2,0
2024-02-28 15:11:06,1709104266,393139115.037333,间隔于 1 & 2,0
2024-02-28 15:11:07,1709104267,393139116.037333,间隔于 1 & 2,0
2024-02-28 15:11:08,1709104268,393139117.037333,间隔于 1 & 2,0
2024-02-28 15:11:09,1709104269,393139118.037333,间隔于 1 & 2,0
2024-02-28 15:11:10,1709104270,393139119.037333,间隔于 1 & 2,0
2024-02-28 15:11:11,1709104271,393139120.037333,间隔于 1 & 2,0
2024-02-28 15:11:12,1709104272,393139121.037333,间隔于 1 & 2,0
2024-02-28 15:11:13,1709104273,393139122.037333,间隔于 1 & 2,0
2024-02-28 15:11:14,1709104274,393139123.037333,间隔于 1 & 2,0
2024-02-28 15:11:15,1709104275,393139124.037333,间隔于 1 & 2,0
2024-02-28 15:11:16,1709104276,393139125.037333,间隔于 1 & 2,0
2024-02-28 15:11:17,1709104277,393139126.037333,间隔于 1 & 2,0
2024-02-28 15:11:18,1709104278,393139127.037333,间隔于 1 & 2,0
2024-02-28 15:11:19,1709104279,393139128.037333,间隔于 1 & 2,0
2024-02-28 15:11:20,1709104280,393139129.037333,间隔于 1 & 2,0
2024-02-28 15:11:21,1709104281,393139130.037333,间隔于 1 & 2,0
2024-02-28 15:11:22,1709104282,393139131.037333,间隔于 1 & 2,0
2024-02-28 15:11:23,1709104283,393139132.037333,间隔于 1 & 2,0
2024-02-28 15:11:24,1709104284,393139133.037333,间隔于 1 & 2,0
2024-02-28 15:11:25,1709104285,393139134.037333,间隔于 1 & 2,0
2024-02-28 15:11:26,1709104286,393139135.037333,间隔于 1 & 2,0
2024-02-28 15:11:27,1709104287,393139136.037333,间隔于 1 & 2,0
2024-02-28 15:11:28,1709104288,393139137.037333,间隔于 1 & 2,0
2024-02-28 15:11:29,1709104289,393139138.037333,间隔于 1 & 2,0
2024-02-28 15:11:30,1709104290,393139139.037333,间隔于 1 & 2,0
2024-02-28 15:11:31,1709104291,393139140.037333,间隔于 1 & 2,0
2024-02-28 15:11:32,1709104292,393139141.037333,间隔于 1 & 2,0
2024-02-28 15:11:33,1709104293,393139142.037333,间隔于 1 & 2,0
2024-02-28 15:11:34,1709104294,393139143.037333,间隔于 1 & 2,0
2024-02-28 15:11:35,1709104295,393139144.037333,间隔于 1 & 2,0
2024-02-28 15:11:36,1709104296,393139145.037333,间隔于 1 & 2,0
2024-02-28 15:11:37,1709104297,393139146.037333,间隔于 1 & 2,0
2024-02-28 15:11:38,1709104298,393139147.037333,间隔于 1 & 2,0
2024-02-28 15:11:39,1709104299,393139148.037333,间隔于 1 & 2,0
2024-02-28 15:11:40,1709104300,393139149.037333,间隔于 1 & 2,0
2024-02-28 15:11:41,1709104301,393139150.037333,间隔于 1 & 2,0
2024-02-28 15:11:42,1709104302,393139151.037333,间隔于 1 & 2,0
2024-02-28 15:11:43,1709104303,393139152.037333,间隔于 1 & 2,0
2024-02-28 15:11:44,1709104304,393139153.037333,间隔于 1 & 2,0
2024-02-28 15:11:45,1709104305,393139154.037333,间隔于 1 & 2,0
2024-02-28 15:11:46,1709104306,393139155.037333,间隔于 1 & 2,0
2024-02-28 15:11:47,1709104307,393139156.037333,间隔于 1 & 2,0
2024-02-28 15:11:48,1709104308,393139157.037333,间隔于 1 & 2,0
2024-02-28 15:11:49,1709104309,393139158.037333,间隔于 1 & 2,0
2024-02-28 15:11:50,1709104310,393139159.037333,间隔于 1 & 2,0
2024-02-28 15:11:51,1709104311,393139160.037333,间隔于 1 & 2,0
2024-02-28 15:11:52,1709104312,393139161.037333,间隔于 1 & 2,0
2024-02-28 15:11:53,1709104313,393139162.037333,间隔于 1 & 2,0
2024-02-28 15:11:54,1709104314,393139163.037333,间隔于 1 & 2,0
2024-02-28 15:11:55,1709104315,393139164.037333,间隔于 1 & 2,0
2024-02-28 15:11:56,1709104316,393139165.037333,间隔于 1 & 2,0
2024-02-28 15:11:57,1709104317,393139166.037333,间隔于 1 & 2,0
2024-02-28 15:11:58,1709104318,393139167.037333,间隔于 1 & 2,0
2024-02-28 15:11:59,1709104319,393139168.037333,间隔于 1 & 2,0
2024-02-28 15:12:00,1709104320,393139169.037333,间隔于 1 & 2,0
2024-02-28 15:12:01,1709104321,393139170.037333,间隔于 1 & 2,0
2024-02-28 15:12:02,1709104322,393139171.037333,间隔于 1 & 2,0
2024-02-28 15:12:03,1709104323,393139172.037333,间隔于 1 & 2,0
2024-02-28 15:12:04,1709104324,393139173.037333,间隔于 1 & 2,0
2024-02-28 15:12:05,1709104325,393139174.037333,间隔于 1 & 2,0
2024-02-28 15:12:06,1709104326,393139175.037333,间隔于 1 & 2,0
2024-02-28 15:12:07,1709104327,393139176.037333,间隔于 1 & 2,0
2024-02-28 15:12:08,1709104328,393139177.037333,间隔于 1 & 2,0
2024-02-28 15:12:09,1709104329,393139178.037333,间隔于 1 & 2,0
2024-02-28 15:12:10,1709104330,393139179.037333,间隔于 1 & 2,0
2024-02-28 15:12:11,1709104331,393139180.037333,间隔于 1 & 2,0
2024-02-28 15:12:12,1709104332,393139181.037333,间隔于 1 & 2,0
2024-02-28 15:12:13,1709104333,393139182.037333,间隔于 1 & 2,0
2024-02-28 15:12:14,1709104334,393139183.037333,间隔于 1 & 2,0
2024-02-28 15:12:15,1709104335,393139184.037333,间隔于 1 & 2,0
2024-02-28 15:12:16,1709104336,393139185.037333,间隔于 1 & 2,0
2024-02-28 15:12:17,1709104337,393139186.037333,间隔于 1 & 2,0
2024-02-28 15:12:18,1709104338,393139187.037333,间隔于 1 & 2,0
2024-02-28 15:12:19,1709104339,393139188.037333,间隔于 1 & 2,0
2024-02-28 15:12:20,1709104340,393139189.037333,间隔于 1 & 2,0
2024-02-28 15:12:21,1709104341,393139190.037333,间隔于 1 & 2,0
2024-02-28 15:12:22,1709104342,393139191.037333,间隔于 1 & 2,0
2024-02-28 15:12:23,1709104343,393139192.037333,间隔于 1 & 2,0
2024-02-28 15:12:24,1709104344,393139193.037333,间隔于 1 & 2,0
2024-02-28 15:12:25,1709104345,393139194.037333,间隔于 1 & 2,0
2024-02-28 15:12:26,1709104346,393139195.037333,间隔于 1 & 2,0
2024-02-28 15:12:27,1709104347,393139196.037333,间隔于 1 & 2,0
2024-02-28 15:12:28,1709104348,393139197.037333,间隔于 1 & 2,0
2024-02-28 15:12:29,1709104349,393139198.037333,间隔于 1 & 2,0
2024-02-28 15:12:30,1709104350,393139199.037333,间隔于 1 & 2,0
2024-02-28 15:12:31,1709104351,393139200.037333,间隔于 1 & 2,0
2024-02-28 15:12:32,1709104352,393139201.037333,间隔于 1 & 2,0
2024-02-28 15:12:33,1709104353,393139202.037333,间隔于 1 & 2,0
2024-02-28 15:12:34,1709104354,393139203.037333,间隔于 1 & 2,0
2024-02-28 15:12:35,1709104355,393139204.037333,间隔于 1 & 2,0
2024-02-28 15:12:36,1709104356,393139205.037333,间隔于 1 & 2,0
2024-02-28 15:12:37,1709104357,393139206.037333,间隔于 1 & 2,0
2024-02-28 15:12:38,1709104358,393139207.037333,间隔于 1 & 2,0
2024-02-28 15:12:39,1709104359,393139208.037333,间隔于 1 & 2,0
2024-02-28 15:12:40,1709104360,393139209.037333,间隔于 1 & 2,0
2024-02-28 15:12:41,1709104361,393139210.037333,间隔于 1 & 2,0
2024-02-28 15:12:42,1709104362,393139211.037333,间隔于 1 & 2,0
2024-02-28 15:12:43,1709104363,393139212.037333,间隔于 1 & 2,0
2024-02-28 15:12:44,1709104364,393139213.037333,间隔于 1 & 2,0
2024-02-28 15:12:45,1709104365,393139214.037333,间隔于 1 & 2,0
2024-02-28 15:12:46,1709104366,393139215.037333,间隔于 1 & 2,0
2024-02-28 15:12:47,1709104367,393139216.037333,间隔于 1 & 2,0
2024-02-28 15:12:48,1709104368,393139217.037333,间隔于 1 & 2,0
2024-02-28 15:12:49,1709104369,393139218.037333,间隔于 1 & 2,0
2024-02-28 15:12:50,1709104370,393139219.037333,间隔于 1 & 2,0
2024-02-28 15:12:51,1709104371,393139220.037333,间隔于 1 & 2,0
2024-02-28 15:12:52,1709104372,393139221.037333,间隔于 1 & 2,0
2024-02-28 15:12:53,1709104373,393139222.037333,间隔于 1 & 2,0
2024-02-28 15:12:54,1709104374,393139223.037333,间隔于 1 & 2,0
2024-02-28 15:12:55,1709104375,393139224.037333,间隔于 1 & 2,0
2024-02-28 15:12:56,1709104376,393139225.037333,间隔于 1 & 2,0
2024-02-28 15:12:57,1709104377,393139226.037333,间隔于 1 & 2,0
2024-02-28 15:12:58,1709104378,393139227.037333,间隔于 1 & 2,0
2024-02-28 15:12:59,1709104379,393139228.037333,间隔于 1 & 2,0
2024-02-28 15:13:00,1709104380,393139229.037333,间隔于 1 & 2,0
2024-02-28 15:13:01,1709104381,393139230.037333,间隔于 1 & 2,0
2024-02-28 15:13:02,1709104382,393139231.037333,间隔于 1 & 2,0
2024-02-28 15:13:03,1709104383,393139232.037333,间隔于 1 & 2,0
2024-02-28 15:13:04,1709104384,393139233.037333,间隔于 1 & 2,0
2024-02-28 15:13:05,1709104385,393139234.037333,间隔于 1 & 2,0
2024-02-28 15:13:06,1709104386,393139235.037333,间隔于 1 & 2,0
2024-02-28 15:13:07,1709104387,393139236.037333,间隔于 1 & 2,0
2024-02-28 15:13:08,1709104388,393139237.037333,间隔于 1 & 2,0
2024-02-28 15:13:09,1709104389,393139238.037333,间隔于 1 & 2,0
2024-02-28 15:13:10,1709104390,393139239.037333,间隔于 1 & 2,0
2024-02-28 15:13:11,1709104391,393139240.037333,间隔于 1 & 2,0
2024-02-28 15:13:12,1709104392,393139241.037333,间隔于 1 & 2,0
2024-02-28 15:13:13,1709104393,393139242.037333,间隔于 1 & 2,0
2024-02-28 15:13:14,1709104394,393139243.037333,间隔于 1 & 2,0
2024-02-28 15:13:15,1709104395,393139244.037333,间隔于 1 & 2,0
2024-02-28 15:13:16,1709104396,393139245.037333,间隔于 1 & 2,0
2024-02-28 15:13:17,1709104397,393139246.037333,间隔于 1 & 2,0
2024-02-28 15:13:18,1709104398,393139247.037333,间隔于 1 & 2,0
2024-02-28 15:13:19,1709104399,393139248.037333,间隔于 1 & 2,0
2024-02-28 15:13:20,1709104400,393139249.037333,间隔于 1 & 2,0
2024-02-28 15:13:21,1709104401,393139250.037333,间隔于 1 & 2,0
2024-02-28 15:13:22,1709104402,393139251.037333,间隔于 1 & 2,0
2024-02-28 15:13:23,1709104403,393139252.037333,间隔于 1 & 2,0
2024-02-28 15:13:24,1709104404,393139253.037333,间隔于 1 & 2,0
2024-02-28 15:13:25,1709104405,393139254.037333,间隔于 1 & 2,0
2024-02-28 15:13:26,1709104406,393139255.037333,间隔于 1 & 2,0
2024-02-28 15:13:27,1709104407,393139256.037333,间隔于 1 & 2,0
2024-02-28 15:13:28,1709104408,393139257.037333,间隔于 1 & 2,0
2024-02-28 15:13:29,1709104409,393139258.037333,间隔于 1 & 2,0
2024-02-28 15:13:30,1709104410,393139259.037333,间隔于 1 & 2,0
2024-02-28 15:13:31,1709104411,393139260.037333,间隔于 1 & 2,0
2024-02-28 15:13:32,1709104412,393139261.037333,间隔于 1 & 2,0
2024-02-28 15:13:33,1709104413,393139262.037333,间隔于 1 & 2,0
2024-02-28 15:13:34,1709104414,393139263.037333,间隔于 1 & 2,0
2024-02-28 15:13:35,1709104415,393139264.037333,间隔于 1 & 2,0
2024-02-28 15:13:36,1709104416,393139265.037333,间隔于 1 & 2,0
2024-02-28 15:13:37,1709104417,393139266.037333,间隔于 1 & 2,0
2024-02-28 15:13:38,1709104418,393139267.037333,间隔于 1 & 2,0
2024-02-28 15:13:39,1709104419,393139268.037333,间隔于 1 & 2,0
2024-02-28 15:13:40,1709104420,393139269.037333,间隔于 1 & 2,0
2024-02-28 15:13:41,1709104421,393139270.037333,间隔于 1 & 2,0
2024-02-28 15:13:42,1709104422,393139271.037333,间隔于 1 & 2,0
2024-02-28 15:13:43,1709104423,393139272.037333,间隔于 1 & 2,0
2024-02-28 15:13:44,1709104424,393139273.037333,间隔于 1 & 2,0
2024-02-28 15:13:45,1709104425,393139274.037333,间隔于 1 & 2,0
2024-02-28 15:13:46,1709104426,393139275.037333,间隔于 1 & 2,0
2024-02-28 15:13:47,1709104427,393139276.037333,间隔于 1 & 2,0
2024-02-28 15:13:48,1709104428,393139277.037333,间隔于 1 & 2,0
2024-02-28 15:13:49,1709104429,393139278.037333,间隔于 1 & 2,0
2024-02-28 15:13:50,1709104430,393139279.037333,间隔于 1 & 2,0
2024-02-28 15:13:51,1709104431,393139280.037333,间隔于 1 & 2,0
2024-02-28 15:13:52,1709104432,393139281.037333,间隔于 1 & 2,0
2024-02-28 15:13:53,1709104433,393139282.037333,间隔于 1 & 2,0
2024-02-28 15:13:54,1709104434,393139283.037333,间隔于 1 & 2,0
2024-02-28 15:13:55,1709104435,393139284.037333,间隔于 1 & 2,0
2024-02-28 15:13:56,1709104436,393139285.037333,间隔于 1 & 2,0
2024-02-28 15:13:57,1709104437,393139286.037333,间隔于 1 & 2,0
2024-02-28 15:13:58,1709104438,393139287.037333,间隔于 1 & 2,0
2024-02-28 15:13:59,1709104439,393139288.037333,间隔于 1 & 2,0
2024-02-28 15:14:00,1709104440,393139289.037333,间隔于 1 & 2,0
2024-02-28 15:14:01,1709104441,393139290.037333,间隔于 1 & 2,0
2024-02-28 15:14:02,1709104442,393139291.037333,间隔于 1 & 2,0
2024-02-28 15:14:03,1709104443,393139292.037333,间隔于 1 & 2,0
2024-02-28 15:14:04,1709104444,393139293.037333,间隔于 1 & 2,0
2024-02-28 15:14:05,1709104445,393139294.037333,间隔于 1 & 2,0
2024-02-28 15:14:06,1709104446,393139295.037333,间隔于 1 & 2,0
2024-02-28 15:14:07,1709104447,393139296.037333,间隔于 1 & 2,0
2024-02-28 15:14:08,1709104448,393139297.037333,间隔于 1 & 2,0
2024-02-28 15:14:09,1709104449,393139298.037333,间隔于 1 & 2,0
2024-02-28 15:14:10,1709104450,393139299.037333,间隔于 1 & 2,0
2024-02-28 15:14:11,1709104451,393139300.037333,间隔于 1 & 2,0
2024-02-28 15:14:12,1709104452,393139301.037333,间隔于 1 & 2,0
2024-02-28 15:14:13,1709104453,393139302.037333,间隔于 1 & 2,0
2024-02-28 15:14:14,1709104454,393139303.037333,间隔于 1 & 2,0
2024-02-28 15:14:15,1709104455,393139304.037333,间隔于 1 & 2,0
2024-02-28 15:14:16,1709104456,393139305.037333,间隔于 1 & 2,0
2024-02-28 15:14:17,1709104457,393139306.037333,间隔于 1 & 2,0
2024-02-28 15:14:18,1709104458,393139307.037333,间隔于 1 & 2,0
2024-02-28 15:14:19,1709104459,393139308.037333,间隔于 1 & 2,0
2024-02-28 15:14:20,1709104460,393139309.037333,间隔于 1 & 2,0
2024-02-28 15:14:21,1709104461,393139310.037333,间隔于 1 & 2,0
2024-02-28 15:14:22,1709104462,393139311.037333,间隔于 1 & 2,0
2024-02-28 15:14:23,1709104463,393139312.037333,间隔于 1 & 2,0
2024-02-28 15:14:24,1709104464,393139313.037333,间隔于 1 & 2,0
2024-02-28 15:14:25,1709104465,393139314.037333,间隔于 1 & 2,0
2024-02-28 15:14:26,1709104466,393139315.037333,间隔于 1 & 2,0
2024-02-28 15:14:27,1709104467,393139316.037333,间隔于 1 & 2,0
2024-02-28 15:14:28,1709104468,393139317.037333,间隔于 1 & 2,0
2024-02-28 15:14:29,1709104469,393139318.037333,间隔于 1 & 2,0
2024-02-28 15:14:30,1709104470,393139319.037333,间隔于 1 & 2,0
2024-02-28 15:14:31,1709104471,393139320.037333,间隔于 1 & 2,0
2024-02-28 15:14:32,1709104472,393139321.037333,间隔于 1 & 2,106307
2024-02-28 15:14:33,1709104473,393139322.037333,间隔于 1 & 2,204054
2024-02-28 15:14:34,1709104474,393139323.037333,间隔于 1 & 2,232681
2024-02-28 15:14:35,1709104475,393139324.037333,间隔于 1 & 2,241640
2024-02-28 15:14:36,1709104476,393139325.037333,间隔于 1 & 2,219755
2024-02-28 15:14:37,1709104477,393139326.037333,间隔于 1 & 2,214495
2024-02-28 15:14:38,1709104478,393139327.037333,间隔于 1 & 2,245654
2024-02-28 15:14:39,1709104479,393139328.037333,间隔于 1 & 2,255910
2024-02-28 15:14:40,1709104480,393139329.037333,间隔于 1 & 2,255167
2024-02-28 15:14:41,1709104481,393139330.037333,间隔于 1 & 2,255297
2024-02-28 15:14:42,1709104482,393139331.037333,间隔于 1 & 2,238896
2024-02-28 15:14:43,1709104483,393139332.037333,间隔于 1 & 2,223614
2024-02-28 15:14:44,1709104484,393139333.037333,间隔于 1 & 2,0
2024-02-28 15:14:45,1709104485,393139334.037333,间隔于 1 & 2,0
2024-02-28 15:14:46,1709104486,393139335.037333,间隔于 1 & 2,0
2024-02-28 15:14:47,1709104487,393139336.037333,间隔于 1 & 2,0
2024-02-28 15:14:48,1709104488,393139337.037333,间隔于 1 & 2,0
2024-02-28 15:14:49,1709104489,393139338.037333,间隔于 1 & 2,0
2024-02-28 15:14:50,1709104490,393139339.037333,间隔于 1 & 2,0
2024-02-28 15:14:51,1709104491,393139340.037333,间隔于 1 & 2,0
2024-02-28 15:14:52,1709104492,393139341.037333,间隔于 1 & 2,0
2024-02-28 15:14:53,1709104493,393139342.037333,间隔于 1 & 2,0
2024-02-28 15:14:54,1709104494,393139343.037333,间隔于 1 & 2,0
